1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,Year
179.0,Poland,0,0.57,0.07,1.46,0.23,0.05,0.76,0.1,0.43,0.02,0.3,0.5,0,0.09,1.76,0,0.5,0,0.02,0.2,0,0.02,0.1,5.37,5.67,0,0.61,0.17,0,0.1,0.26,0.84,0,0.12,0,0.02,0.64,0,0.01,0.42,0.16,0.57,1.1,17279.47,0,0.93,0.73,1.14,0.6,0.13,-1.14,,,0,0,0,0,0,0,0,0,0,0,0,0,132.91,1195.22,67697.35,164317.98,57.59,75.38,1,1,1,1,1,21.1,1,1,1,,1,6.0,2017
181.0,Poland,0.03,0.59,-0.06,0.62,0.23,0.06,0.7,0.28,0.41,0.05,0.38,0.22,0.18,0.1,1.7,0.08,0.22,0.05,0.1,0.18,0.05,3.49,-0.07,5.38,1.96,0.11,1.45,0.4,0,0.28,0.24,0.84,0,0.39,0.16,151.7,0.62,0.05,0.17,0.17,0.16,0.46,0.93,-14813.44,0.07,1.04,1547.94,7.51,1.72,0.31,-0.28,,,0,0,0,0,0,0,0,0,0,0.01,0.01,0.03,385.45,2601.3,3315.42,3480.73,158.32,176.08,1,1,1,1,1,2.73,1,1,1,,1,6.0,2017
183.0,Poland,0,0.46,0,1.01,0.13,0,1.16,0.3,0.54,0.02,0.01,0.17,0.08,0.11,2.17,0.05,0.01,0.02,0,0.4,0.11,-1.09,0,5.05,1.45,0.04,1.79,0.66,0.3,0.33,0.45,0.83,1,0.21,0.08,0.03,0.78,0.07,0.23,0.37,0.17,0.65,1,109,0,0.54,7.65,3.11,1.76,0.36,-0.14,0.02,0.71,0.07,0.22,0.14,0.23,0.39,19.4,0.39,2.93,0,0,0,0.04,655.05,149405.84,5010.56,15443.66,352.37,424.3,1,1,1,1,1,0.17,1,1,1,1,1,6.0,2017
184.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2017
205.0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2017
211.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2017
214.0,Poland,0.03,0.68,0.41,1.77,0.04,0.09,0.48,0.6,0.32,0.07,0.18,0.17,0.12,0.15,1.48,0.1,0.16,0.07,0.06,0.29,0.06,2.77,7.93,4.35,0.82,0.21,1.01,0.8,0.12,0.6,1.48,0.46,0.2,0.35,0.11,0.05,0.39,0.07,0.12,1.4,0.54,6.22,8.93,9228,0.11,0.44,0.82,30.89,1.13,11.61,-0.65,-0.28,-0.05,-0.13,-0.21,-0.19,-0.89,-0.23,0.54,-0.13,-1.87,0,0.01,0,0,2126.69,7277.89,9425.46,10277.47,687.8,13218.34,1,1,1,1,1,1.18,1,1,1,1,1,6.0,2017
216.0,Poland,-0.06,0.3,0.23,2,-0.07,-0.06,2.33,0.54,0.7,-0.06,-0.24,-0.1,-0.1,-0.18,3.33,-0.2,-0.1,-0.06,-0.11,0.77,-0.21,-25.27,0.44,4.45,0.33,-0.09,2.64,2.05,0.04,0.55,5.59,0.77,0.07,0.83,-0.11,-0.66,1.6,-0.03,-0.05,1.56,0.23,1.31,1.44,6557,-0.09,0.1,5.79,3.01,2.33,1.02,0.23,-0.93,0,0.07,0.12,0.22,1.01,0.29,-1.34,0.14,-1.09,0,0,0,0,335.96,-4257.48,-8765.65,-3829.44,235.17,441.6,1,1,1,1,1,3.4,1,1,1,1,1,6.0,2017
220.0,Poland,-0.15,0.64,0.17,1.3,-0.23,-0.14,0.57,1.59,0.36,-0.13,-0.25,-0.08,-0.08,-0.19,1.57,-0.21,-0.09,-0.14,-0.1,0.59,-0.21,20.84,0.63,4.24,0.4,-0.37,3.07,2.73,1.59,1.6,9.56,0.43,1,0.56,-0.08,-2.71,1.2,-0.12,-0.07,1.15,0.57,1.36,1.63,2908,-0.42,0.19,28.16,4.39,2.81,5.96,0.06,-0.72,0.09,0.21,0.13,0.33,2.99,0.37,-629.98,0.29,-1.57,0,0.01,0,0,875.8,-2262.28,-2768.3,-2359.8,318.63,1194.55,1,1,1,1,1,-53.91,1,1,1,1,1,6.0,2017
222.0,Poland,0,0.22,0.12,1.55,-0.13,0.01,3.59,0.97,0.78,0,0.03,0.01,0,0.03,4.59,0.01,0.01,0,0,0.91,-0.02,0.84,0.18,3.86,0.19,0,4.56,4.56,0,1,,0.78,0,0.43,0,-3.57,1.54,0.04,0.04,1.55,0.22,1.18,1.18,861.88,0,0,922.19,3.98,4.44,1.46,0.12,,,0,0,0,,0,0,0,0,0,0,0,0,661.41,77740.46,13560.59,218480.62,517.26,780.17,1,1,1,1,1,-0.16,1,1,1,,1,6.0,2017
239.0,Poland,0.01,0.77,0.13,1.28,-0.55,0.07,0.31,0.32,0.23,0.04,0.14,0.21,0.11,0.09,1.31,0.05,0.21,0.04,0.02,0.79,0.01,1.17,0.3,4.76,2.24,0.15,0.64,0.39,0,0.33,0.55,0.54,0,0.28,0.11,0.01,0.36,0.05,0.14,0.78,0.46,0.53,1.21,7524.2,0.02,1.29,0.74,8.29,0.69,0.72,-1.11,,,0,0,0,0,0,0,0,0,0,0,0,0,449.96,1567.27,2325.84,2905.89,105.22,237.7,1,1,1,1,1,24.73,1,1,1,,1,6.0,2017
249.0,Poland,0.01,0.56,0.4,1.81,0.01,0.04,0.79,1.73,0.44,0.03,0.08,0.02,0.02,0.07,1.79,0.05,0.02,0.03,0,0.43,0.02,2.36,3.54,4.13,0.32,0.06,3.52,3.08,0.13,1.75,12.45,0.51,0.08,0.75,0.02,0.67,1.79,0,0,1.59,0.49,3.91,4.54,5307,0.02,0.16,136.82,3.42,3.54,15.4,0.22,-0.06,0,-0.14,-0.08,-0.26,-2.03,-0.29,4.09,-0.16,-5.37,0,0,0,0,629.42,7300.47,,10425.13,277.08,2462.03,1,1,1,1,1,-4.24,1,1,1,1,1,6.0,2017
255.0,Poland,-0.01,0.61,0.26,1.47,-0.01,0.01,0.65,1.17,0.39,0,0.01,0.02,0,0.05,1.65,0,0,0,-0.01,0.41,0.02,-0.4,1.38,4.12,0.44,-0.01,2.16,1.96,1.17,1.19,14.44,0.45,1,0.49,0,,1.47,0.02,0.02,1.34,0.55,2.08,2.38,3407,-0.03,0.14,,2.15,2.12,6.16,0.22,0.07,-0.13,-0.17,-0.15,-0.29,-3.11,-0.32,0.84,-0.22,79.92,,,,0,,,,,,,1,1,1,1,1,-8,,1,1,1,1,6.0,2017
275.0,Poland,0.07,0.33,0.58,2.84,0.1,0.09,2,1.66,0.67,0.11,0.28,0.05,0.07,0.26,3,0.32,0.05,0.11,0.04,0.57,0.2,-5.48,5.52,3.74,0.2,0.16,5.03,4.76,0,1.69,34.53,0.68,0,0.42,0.06,0.24,1.97,0.14,0.09,2.68,0.32,6.35,6.52,3167.69,0.1,0.03,6.05,3.4,5.25,15.78,0.19,,,0,0,0,0,0,0,0,0,0,0,0,0,1937.98,14689.19,9069.28,12112.4,1291.63,12301.47,1,1,1,1,1,2.3,1,1,1,,1,6.0,2017
287.0,Poland,0.04,0.2,0.46,3.62,-0.05,-0.01,3.94,0.34,0.8,0,-0.06,-0.03,0,-0.05,4.94,0,-0.03,0,0.12,0.85,0.21,0,1.29,4.49,0.28,0,1.99,1.73,0.57,0.35,4.97,0.82,1.69,0.64,0,0.08,0.73,0,0,3.16,0.18,2.21,2.29,14171,0.05,0.03,0.66,21.36,1.92,0.94,-0.13,0.38,0.01,0.11,0.32,0.54,4.25,0.62,16.79,0.17,,0,0,0,0,255.69,-19348.06,189007.05,,203.93,566.35,1,1,1,1,,-3.23,1,1,1,1,1,6.0,2017
288.0,Poland,0.01,0.38,0.64,6.75,0.01,0,1.87,0.07,0.71,0,0.04,0.07,-0.1,0.01,2.63,-0.02,0.06,-0.01,0.12,0.7,0.02,-48.22,2.49,4.22,5.1,-0.01,0.73,0.21,0.07,0.07,0.36,0.98,1,0.33,-0.12,0.01,0.87,-0.01,-0.11,1.97,0.11,2.76,3.81,10608,0.01,0.38,0.11,1.16,0.63,0.27,-0.21,-0.14,-0.01,-0.06,-0.89,-0.16,-0.23,-0.56,-3.03,-0.08,7.71,0,0,0,0,895.69,147034.25,-81860.47,-78501.34,635.44,2474.81,1,1,1,1,1,0.42,1,1,1,1,1,6.0,2017
294.0,Poland,0.03,0.4,0.38,1.99,0.03,0.04,1.52,0.99,0.6,0.05,0.11,0.06,0.04,0.16,2.52,0.11,0.04,0.04,0.03,0.57,0.13,-9.06,1.6,3.95,0.19,0.07,2.55,2.47,0.99,1.02,54.1,0.62,1,0.86,0.04,0.66,1.87,0.06,0.06,1.92,0.38,2.54,2.6,3357,0.05,0.02,20.71,2.56,2.57,4.15,0.35,0.33,0.22,0.09,0.1,0.24,7.13,0.25,26.48,0.12,2.2,0,0,0,0,1197,17295.17,11390.76,16871.87,722.05,3044.41,1,1,1,1,1,14.02,1,1,1,1,1,6.0,2017
304.0,Poland,0.02,0.77,0,1,0.02,0.02,0.3,1.92,0.23,0.03,0.03,0.02,0.02,0.06,1.3,0.04,0.01,0.03,0.01,0.21,0.05,-3.51,0,3.59,0.38,0.13,2.74,2.47,1.92,1.94,9.24,0.3,1,0.37,0.02,,1,0.05,0.03,0.9,0.7,0.75,1,-2,0.07,0.33,,4.36,2.76,6.31,0,-0.25,-0.35,-0.06,-0.03,-0.08,-0.85,-0.09,18.17,-0.09,-2.1,0,0,0,0,1534.64,15977.99,6658.54,11570.74,351.71,1153.85,1,1,1,1,1,1.51,,1,1,1,1,6.0,2017
311.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2017
320.0,Slovakia,0,0.5,-0.13,0.74,-0.49,0,0.98,0.22,0.5,0.01,0,0.01,0.03,0,1.98,0.02,0.01,0.01,0.01,0.99,0,-1.22,-0.2,3.29,2.32,0.02,0.85,0.83,0,0.43,37.63,0.51,0,0.03,0.05,1.21,0.73,0.02,0.11,0.72,0.49,0.78,0.8,-257,0,0.02,142.67,0.63,0.44,0.34,-0.31,,,0,0,0,0,0,,0,0,0,0.01,0,0,301.98,79637.3,6422.92,14483.06,149.83,235.61,1,1,1,1,1,,1,1,1,,,6.0,2017
323.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2017
340.0,Poland,0.01,0.11,0.07,7.32,0.06,0.02,8.18,0.06,0.89,0.02,1.53,0.3,0.21,0.17,9.18,0.11,0.28,0.01,0.21,0.84,0.13,45.04,0.08,4.28,0.7,0.01,5.1,0.53,0.02,0.07,0.84,0.99,0.32,7.1,0.19,,7.32,0.01,0.21,0.76,0.01,0.97,1.08,1358,0.01,0.11,,25.43,5.44,0.07,1.39,-2.51,-0.19,-0.01,-0.09,-0.05,-0.05,-0.46,-0.11,-0.06,-0.44,0,0,0,0,470.28,24367.4,32482.93,35270.13,419.04,456.7,1,1,1,1,1,4.37,,1,1,1,1,6.0,2017
354.0,Poland,0.07,0.68,0.38,2.24,0.08,0.14,0.47,0.36,0.32,0.11,0.47,0.4,0.35,0.21,1.47,0.16,0.4,0.11,0.2,0.24,0.11,3.11,1.22,4.27,1.9,0.34,0.9,0.4,0,0.38,1.64,0.69,0,1.55,0.3,1.06,2.02,0.12,0.32,1.01,0.31,1.01,2.22,7058,0.23,1.18,5.16,2.53,1.17,1.15,1.29,,,0,0,0,0,0,0,0,0,0,0,0,0,1186.54,2630.77,3235.09,3475.97,377,1203.6,1,1,1,1,1,-2.2,1,1,1,,1,6.0,2017
358.0,Poland,0.05,0.45,0.36,2.02,0.05,0.13,1.23,0.95,0.55,0.09,0.36,0.19,-0.07,0.41,2.23,-0.16,0.13,-0.07,0.05,0.5,0.23,-2.08,1.24,3.14,0.47,-0.13,2.96,2.32,0.95,0.97,7.28,0.65,1,0.89,-0.08,6.26,2,-0.01,-0.02,1.59,0.35,1.91,2.24,499,0.08,0.18,132.3,2.44,2.72,3.3,0.45,-0.71,-0.9,-0.06,-0.07,-0.14,-0.66,-0.18,-8.21,-0.09,0.88,0,0,0,0.05,1027.81,4495.57,-39343,-7894.65,567.52,1962.24,1,1,1,1,1,47.42,1,1,1,1,1,6.0,2017
361.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2017
367.0,Poland,-0.04,1.06,-0.62,0.41,-0.36,-0.04,-0.06,0.02,-0.06,-0.01,-0.03,-1.15,-0.16,-0.02,0.94,-0.01,-1.65,-0.01,-1.6,0.29,-0.02,0.17,-1.1,4.45,47.75,0.09,0.06,0.06,0.02,0.06,8.16,-0.06,1,0.01,-0.25,-0.09,0.05,0.01,0.26,0.41,1.06,-0.11,-0.1,-17600,0.56,-0.1,0.06,0.49,0.02,0.04,-11.75,-0.76,0.24,0.05,2.11,0.04,7.16,0.04,8.73,0.11,-8.58,0,0,0,0,-587.38,-1016.54,6536.65,-6816.95,37.03,65.8,1,1,1,1,1,2.61,1,1,1,1,1,6.0,2017
368.0,Poland,0.06,0.3,0.49,2.8,-0.01,0.08,2.34,0.14,0.7,0.08,0.3,0.62,0.58,0.29,3.34,0.25,0.59,0.07,0.46,0.71,0.23,43.11,2.1,4.16,0.52,0.11,0.46,0.42,0.14,0.2,9.48,0.73,1,0.87,0.54,0.12,0.9,0.08,0.57,2.56,0.27,2.99,3.1,7038,0.09,0.04,0.27,15.74,0.51,0.59,-0.24,-0.6,-0.05,-0.11,-0.77,-0.36,-4.1,-0.39,10.65,-0.14,-1.43,0,0,0,0,717.62,6190.96,6347,6769.3,502.46,2147.92,1,1,1,1,1,28.3,1,1,1,1,1,6.0,2017
382.0,Poland,-0.04,1.02,-0.21,0.56,-0.34,0.02,-0.02,0.02,-0.02,-0.01,0.04,0.84,-0.3,0.02,0.98,-0.02,0.84,-0.02,-1.74,0.32,-0.04,-0.81,-0.29,4.25,44.94,1.03,0.1,0.05,0.02,0.03,0.12,0.52,1,0.1,-1.05,-0.19,0.14,-0.01,-0.61,0.27,0.48,-0.03,0.71,-3800,1.72,-23.33,0.11,1.39,0.05,0.03,-57.38,-0.62,0,0.06,2.83,0.06,0.12,0.13,-23.46,0.24,-2.71,0,0,0,0,-5375.51,6530.14,-8999.39,-5211.39,124.13,170.35,1,1,1,1,1,4.15,1,1,1,1,1,6.0,2017
388.0,Poland,-0.03,1.2,-0.04,0.69,-0.67,-0.03,-0.17,0.34,-0.2,-0.01,-0.25,-0.09,-0.02,-0.02,0.83,-0.01,-0.09,-0.01,-0.09,0.47,-0.03,0.38,-0.04,3.83,3.53,0.04,3.47,0.34,0,0.4,0.04,0.88,0,0.04,-0.02,-0.96,0.41,0.07,0.2,0.07,0.12,-0.22,0.96,-248.78,0.15,-5.31,10.49,7.89,2.9,0.37,-0.16,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1,1,,1,1,1,,1,6.0,2017
389.0,Poland,-0.1,0.8,-0.38,0.44,-0.11,-0.13,0.24,0.08,0.2,-0.05,-0.19,-1.61,-0.9,-0.16,1.24,-0.07,-1.61,-0.06,-1.34,0.31,-0.13,0.79,-0.53,3.99,10.05,-0.3,0.21,0.17,0.08,0.08,2.23,0.33,1,0.03,-0.75,-1024.41,0.44,-0.06,-0.74,0.37,0.67,0.28,0.47,-3674,-0.54,0.67,764,0.28,0.12,0.11,-1.82,2.5,0,-0.04,-0.54,-0.05,-0.32,-0.06,296.43,-0.14,0.72,0,0,0,0,483.02,-752.16,-1625.15,-1620.88,94.69,134.39,1,1,1,1,1,6.8,1,1,1,1,1,6.0,2017
398.0,Poland,0.02,0.97,0.03,1.03,-0.94,0.09,0.03,1.23,0.03,0.05,0.09,0.07,0.04,0.09,1.03,0.05,0.07,0.05,0.02,0.97,0.02,1.62,17.23,2.6,0.79,1.74,1.21,1.21,0,1.23,,0.03,0,0.06,0.04,0.04,0.52,0.06,0.05,1.03,0.97,18.24,18.24,11.37,0.66,0,2.5,2.73,1.27,736.91,-0.4,,,0,0,0,,0,0,0,0,0,0,0,0,86539.29,30753.63,47382.13,49758.02,2632.87,1578686.36,1,1,1,1,1,7.07,1,1,1,,1,6.0,2017
404.0,Slovakia,0.03,0.22,0.03,1.58,0,0.03,3.48,0.18,0.78,0.04,0.62,0.19,0.28,0.15,4.48,0.17,0.19,0.04,0.17,0.78,0.13,-7.17,0.03,3.11,0.9,0.05,2.64,0.63,0,0.18,0.5,0.95,0,1.16,0.22,,1.58,0.07,0.38,0.38,0.05,0.85,1.03,40,0.04,0.22,,7.93,3.33,0.19,0.21,,,0,0,0,0,0,,0,0,0,0.01,0.02,0,117.29,2751.47,1351.38,2367.99,91.12,99.47,1,1,1,1,1,,,1,1,,,6.0,2017
423.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2017
427.0,Slovakia,-0.07,0.08,0.03,2.5,-0.68,-0.08,11.39,0.13,0.92,-0.08,-3.72,-0.61,-0.33,-1,12.38,-0.98,-0.61,-0.08,-0.55,1.6,-0.92,42.44,0.03,2.81,0.41,-0.09,11.07,2.98,0,0.16,0.92,0.98,0,1.14,-0.59,,2.5,-0.07,-0.53,0.67,0.02,0.97,1.04,21,-0.08,0.06,,4.53,6.14,0.14,0.13,,,0,0,0,0,0,,0,0,0,0,0,0,84.71,-962.42,-1090.47,-984.91,77.95,82.5,1,1,1,1,1,,,1,1,,,6.0,2017
432.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2017
438.0,Slovakia,0.07,0.01,0.93,66.5,0.26,0.07,69.76,0.01,0.99,0.07,4.82,12.87,0.14,4.82,70.76,2.15,12.87,0.03,12.91,0.73,4.84,-114.76,15.41,3.6,-13.22,0.03,14.96,14.96,0,0.24,,0.99,0,5.95,5.74,,66.5,0.03,5.95,66.5,0.01,16.41,16.41,3668,0.07,0,,0.01,0.38,0.09,5.33,,,0,0,0,,0,,0,0,0.01,0,0.15,0,409.83,5925.58,12808.27,13286.59,404.04,6727.03,1,1,1,1,1,,,1,1,,,6.0,2017
10.0,Hungary,0.14,0.49,0.23,1.55,0.37,0.14,1.04,1.07,0.51,0.17,0.35,0.13,0.14,0.29,2.04,0.27,0.13,0.13,0.13,0.14,0.29,-5.33,0.63,6.38,-0.04,0.26,2.39,2.02,0,1.12,8.28,0.59,0,1.36,0.13,13.64,1.52,0.18,0.17,1.31,0.41,1.42,1.63,537267,0.28,0.15,102.66,16.39,2.59,2.97,0.22,,,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,1.33,1.35,1.35,1.34,1.3,,0.93,1.5,1.22,,,1.0,2018
22.0,Poland,0.03,0.49,0.04,1.2,0.09,0.05,1.05,0.79,0.51,0.04,0.25,0.06,0.06,0.1,2.05,0.09,0.06,0.04,0.04,0.43,0.06,6.6,0.05,6.26,0.53,0.08,3.79,1.54,0,0.79,0.74,0.8,0,0.57,0.05,1.18,1.08,0.14,0.17,0.49,0.2,0.67,1.05,70750.32,0.05,0.57,33.51,7.89,3.99,1.04,0.02,,,0,0,0,0,0,0,0,0,0,0.03,0.01,0,565.15,5854.28,2087.12,6826.47,289.22,379.49,1.16,1.12,0.95,0.88,1.87,9.64,1,0.87,1.03,,1.02,1.0,2018
27.0,Hungary,-0.03,0.8,-0.07,0.81,0,-0.02,0.25,1.04,0.2,-0.01,-0.06,,-0.01,,1.25,-0.02,-0.02,-0.01,-0.03,0.2,,1.32,-0.11,5.92,0.69,-0.06,2.72,1.33,0,1.05,0.76,0.61,0,0.39,-0.01,-4.94,0.8,0.08,0.08,0.4,0.39,0.29,0.89,-60994.46,-0.15,2.04,172.88,6.5,2.66,1.53,,,,,,,,,,,,0,0.05,-0.01,0,872.39,-7732.33,2148.23,-13600.79,174.54,255.97,1.14,1.19,1.02,0.96,-0.35,-7.22,1.1,0.92,1.21,,,1.0,2018
73.0,Poland,-0.1,0.77,0,1,0.08,-0.13,0.3,1.38,0.23,-0.13,-0.18,-0.08,-0.09,-0.14,1.3,-0.17,-0.09,-0.13,-0.08,0.15,-0.11,53.17,0,5.22,0.46,-0.55,2.13,1.97,0,1.38,10.94,0.29,0,0.19,-0.09,-1.34,0.89,-0.13,-0.09,0.93,0.71,0.8,1,173.42,-0.44,0.25,17.79,2.77,1.94,4.75,-0.05,-1.14,0.2,0.09,0.07,0.12,1.57,0.13,-1.53,0.13,-0.71,0,0.01,0,0,695.64,-1269.66,-1260.1,-1260.1,162.29,559.85,1.87,2.03,1.16,1.2,-49.65,9.72,1.61,1.51,1.55,,-0.68,1.0,2018
74.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2018
100.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2018
139.0,Poland,0.05,0.68,0.13,1.2,0,0.06,0.47,3.34,0.32,0.06,0.09,0.02,0.02,0.12,1.47,0.07,0.02,0.05,0.01,0.32,0.1,-9.23,0.6,4.27,0.15,0.16,5.01,4.85,0.43,3.34,33.01,0.34,0.13,0.29,0.02,0.91,1.12,0.07,0.02,1.16,0.66,1.5,1.6,2391,0.15,0.07,63.92,6.11,5.08,15.6,0.02,0.28,0.14,0.17,0.05,0.25,7.61,0.26,1.15,0.22,3.32,0,0.01,0,0,992.67,5430.94,4264.11,6255.6,318.37,1488.03,1.19,1.18,1.27,1.35,2.1,25.58,1.69,1.11,1.4,-7.76,-8.85,1.0,2018
142.0,Czech Republic,0.03,0.15,0.07,2.21,0.42,0.03,5.52,0.19,0.85,0.05,0.58,0.18,0.27,0.22,6.52,0.25,0.18,0.04,0.15,0.42,0.18,-2.6,0.08,5.31,0.65,0.05,2.61,1,0.08,0.19,1.15,0.94,0.42,1.1,0.2,1.33,1.85,0.06,0.31,0.85,0.06,0.97,1.08,14403,0.03,0.11,8.99,4.23,3.2,0.22,0.32,,,0,0,0,0,0,,0,0,0,0.03,0.18,0,406.16,10020.76,5879.11,9021.49,343.84,395.27,1.15,0.72,0.97,0.72,0.3,,1.02,0.53,1.23,,,1.0,2018
175.0,Poland,0.03,0.55,0.08,1.2,0,0.04,0.82,1.83,0.45,0.06,0.1,0.07,0.03,0.22,1.82,0.1,0.02,0.05,0.02,0.45,0.21,-3.26,0.14,4.37,0.29,0.12,4.86,3.34,0,1.89,2,0.62,0,0.08,0.03,0.27,0.91,0.14,0.08,0.83,0.38,0.83,1.14,1827,0.07,0.38,16.24,5.9,4.86,3.36,-0.02,0.48,1.33,0.06,0.03,0.12,0.37,0.17,3.47,0.14,1.18,0,0.01,0,0,657.7,7645.28,2144,5502.25,296.91,544.53,1.34,1.31,1.03,1.07,1.96,3.78,0.97,1.05,1.01,1.57,-74.46,1.0,2018
217.0,Poland,0.02,0.55,0.23,2.08,0.02,0.04,0.83,1.01,0.45,0.07,0.18,0.08,0.07,0.16,1.83,0.12,0.04,0.06,0.02,0.44,0.13,-2.08,0.4,4.82,0.35,0.14,4.61,1.77,0,1.03,1.29,0.79,0,1.01,0.06,34.64,2.08,0.06,0.06,0.8,0.21,0.8,1.4,14833.9,0.05,0.74,1420.3,4.56,4.84,1.79,0.24,0.61,1.21,0.04,0.04,0.07,0.12,0.19,0.27,0.09,0.62,0,0,0,0.08,573.8,7105.54,4010.7,4010.7,260.62,460.64,1.11,1.12,0.94,0.89,0.99,2.27,1,1.04,0.87,,-5.7,1.0,2018
257.0,Hungary,0.03,0.52,-0.02,0.69,0.1,0.03,0.94,0.09,0.48,0.04,0.57,0.36,0.99,0.06,1.94,0.08,0.36,0.04,0.32,0.39,0.06,-4.14,-0.02,5.19,5.5,0.08,0.89,0.1,0,0.09,0.09,0.94,0,0.53,0.45,,0.69,0.06,0.64,0.08,0.06,0.5,0.98,-2750,0.06,0.95,,10.12,1.58,0.09,-0.3,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1.07,1.1,0.99,0.79,0.98,,,1.11,0.29,,,1.0,2018
270.0,Poland,0.01,0.66,-0.02,0.96,0,0.01,0.52,1.48,0.34,0.09,0.03,0.02,0.06,0.05,1.52,0.13,0.01,0.09,0,0.34,0.03,-1.17,-0.04,3.92,0.44,0.25,3.3,2.31,0,1.6,2.22,0.54,0,0.04,0.06,,0.96,0.1,0.07,0.67,0.46,0.63,0.99,-170,0.02,0.58,,3.54,3.23,2.7,-0.01,-0.16,-0.45,-0.04,-0.03,-0.06,-0.19,-0.08,-26.71,-0.09,-0.43,0,0,0,0,233.09,5363.18,769.1,918.31,80.03,145.86,1.14,1.19,1.07,0.98,2.89,1.97,,0.98,1.12,1.37,-1.14,1.0,2018
