@relation vowel-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute 'Train or Test' {Train,Test}
@attribute 'Speaker Number' {Andrew,Bill,David,Mark,Jo,Kate,Penny,Rose,Mike,Nick,Rich,Tim,Sarah,Sue,Wendy}
@attribute Sex {Male,Female}
@attribute 'Feature 0' {'\'(-inf--4.6685]\'','\'(-4.6685--4.2625]\'','\'(-4.2625--3.7375]\'','\'(-3.7375--3.355]\'','\'(-3.355--3.0185]\'','\'(-3.0185--2.403]\'','\'(-2.403--2.151]\'','\'(-2.151--1.6645]\'','\'(-1.6645-inf)\''}
@attribute 'Feature 1' {'\'(-inf--0.1235]\'','\'(-0.1235-0.4245]\'','\'(0.4245-0.711]\'','\'(0.711-1.4125]\'','\'(1.4125-2.1435]\'','\'(2.1435-3.0665]\'','\'(3.0665-3.687]\'','\'(3.687-4.4755]\'','\'(4.4755-inf)\''}
@attribute 'Feature 2' {'\'(-inf-0.4725]\'','\'(0.4725-1.086]\'','\'(1.086-inf)\''}
@attribute 'Feature 3' {'\'(-inf-0.149]\'','\'(0.149-0.829]\'','\'(0.829-1.5145]\'','\'(1.5145-inf)\''}
@attribute 'Feature 4' {'\'(-inf--1.104]\'','\'(-1.104--0.7345]\'','\'(-0.7345-0.1835]\'','\'(0.1835-0.5375]\'','\'(0.5375-inf)\''}
@attribute 'Feature 5' {'\'(-inf-1.451]\'','\'(1.451-inf)\''}
@attribute 'Feature 6' {'\'(-inf--0.6605]\'','\'(-0.6605-0.4795]\'','\'(0.4795-inf)\''}
@attribute 'Feature 7' {'\'(-inf--0.69]\'','\'(-0.69-0.0765]\'','\'(0.0765-inf)\''}
@attribute 'Feature 8' {'\'(-inf--0.3385]\'','\'(-0.3385-0.122]\'','\'(0.122-inf)\''}
@attribute 'Feature 9' {'\'(-inf--0.9615]\'','\'(-0.9615-inf)\''}
@attribute Class {hid,hId,hEd,hAd,hYd,had,hOd,hod,hUd,hud,hed}

@data
Train,Mark,Male,'\'(-3.355--3.0185]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hUd
Train,Mark,Male,'\'(-4.6685--4.2625]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hud
Train,Mark,Male,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-1.104--0.7345]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hed
Train,Mark,Male,'\'(-2.151--1.6645]\'','\'(-inf--0.1235]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(1.451-inf)\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hid
Train,Mark,Male,'\'(-1.6645-inf)\'','\'(-0.1235-0.4245]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hId
Train,Mark,Male,'\'(-2.151--1.6645]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(0.1835-0.5375]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hEd
Train,Mark,Male,'\'(-2.151--1.6645]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hAd
Train,Mark,Male,'\'(-3.0185--2.403]\'','\'(1.4125-2.1435]\'','\'(0.4725-1.086]\'','\'(0.149-0.829]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hYd
Train,Mark,Male,'\'(-2.403--2.151]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',had
Train,Mark,Male,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(-0.69-0.0765]\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hOd
Train,Mark,Male,'\'(-3.7375--3.355]\'','\'(0.711-1.4125]\'','\'(0.4725-1.086]\'','\'(1.5145-inf)\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hod
Train,Mark,Male,'\'(-3.355--3.0185]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hUd
Train,Mark,Male,'\'(-4.6685--4.2625]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hud
Train,Mark,Male,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-1.104--0.7345]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hed
Train,Mark,Male,'\'(-2.151--1.6645]\'','\'(-inf--0.1235]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(1.451-inf)\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hid
Train,Mark,Male,'\'(-1.6645-inf)\'','\'(-0.1235-0.4245]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hId
Train,Mark,Male,'\'(-2.151--1.6645]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(0.1835-0.5375]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hEd
Train,Mark,Male,'\'(-2.151--1.6645]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hAd
Train,Mark,Male,'\'(-3.0185--2.403]\'','\'(1.4125-2.1435]\'','\'(0.4725-1.086]\'','\'(0.149-0.829]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hYd
Train,Mark,Male,'\'(-2.403--2.151]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',had
Train,Mark,Male,'\'(-3.0185--2.403]\'','\'(0.4245-0.711]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hOd
Train,Mark,Male,'\'(-3.7375--3.355]\'','\'(0.711-1.4125]\'','\'(0.4725-1.086]\'','\'(1.5145-inf)\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hod
Train,Mark,Male,'\'(-3.355--3.0185]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hUd
Train,Mark,Male,'\'(-4.6685--4.2625]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hud
Train,Mark,Male,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(0.122-inf)\'','\'(-0.9615-inf)\'',hed
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(-inf--0.1235]\'','\'(-inf-0.4725]\'','\'(1.5145-inf)\'','\'(0.5375-inf)\'','\'(1.451-inf)\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hid
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(-0.1235-0.4245]\'','\'(-inf-0.4725]\'','\'(0.829-1.5145]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hId
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.4245-0.711]\'','\'(-inf-0.4725]\'','\'(0.829-1.5145]\'','\'(0.1835-0.5375]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hEd
Train,Jo,Female,'\'(-1.6645-inf)\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hAd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hYd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',had
Train,Jo,Female,'\'(-3.7375--3.355]\'','\'(2.1435-3.0665]\'','\'(0.4725-1.086]\'','\'(0.149-0.829]\'','\'(-1.104--0.7345]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hOd
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(3.687-4.4755]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-1.104--0.7345]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hod
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(2.1435-3.0665]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(0.1835-0.5375]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hUd
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(2.1435-3.0665]\'','\'(0.4725-1.086]\'','\'(0.149-0.829]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hud
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hed
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(-inf--0.1235]\'','\'(-inf-0.4725]\'','\'(0.829-1.5145]\'','\'(0.5375-inf)\'','\'(1.451-inf)\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hid
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(0.4245-0.711]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hId
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.4245-0.711]\'','\'(-inf-0.4725]\'','\'(0.829-1.5145]\'','\'(0.1835-0.5375]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hEd
Train,Jo,Female,'\'(-1.6645-inf)\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hAd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hYd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',had
Train,Jo,Female,'\'(-3.7375--3.355]\'','\'(2.1435-3.0665]\'','\'(0.4725-1.086]\'','\'(-inf-0.149]\'','\'(-1.104--0.7345]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hOd
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(3.687-4.4755]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hod
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(2.1435-3.0665]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(0.1835-0.5375]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hUd
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(2.1435-3.0665]\'','\'(0.4725-1.086]\'','\'(0.149-0.829]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hud
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hed
Train,Jo,Female,'\'(-3.7375--3.355]\'','\'(-inf--0.1235]\'','\'(0.4725-1.086]\'','\'(1.5145-inf)\'','\'(0.5375-inf)\'','\'(1.451-inf)\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hid
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(-0.1235-0.4245]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hId
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.4245-0.711]\'','\'(-inf-0.4725]\'','\'(0.829-1.5145]\'','\'(0.1835-0.5375]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hEd
Train,Jo,Female,'\'(-2.151--1.6645]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hAd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(2.1435-3.0665]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hYd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',had
Train,Jo,Female,'\'(-3.7375--3.355]\'','\'(2.1435-3.0665]\'','\'(0.4725-1.086]\'','\'(-inf-0.149]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hOd
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(3.687-4.4755]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hod
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(2.1435-3.0665]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hUd
Train,Jo,Female,'\'(-4.6685--4.2625]\'','\'(2.1435-3.0665]\'','\'(0.4725-1.086]\'','\'(0.149-0.829]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-inf--0.9615]\'',hud
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hed
Train,Jo,Female,'\'(-3.7375--3.355]\'','\'(-inf--0.1235]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(0.5375-inf)\'','\'(1.451-inf)\'','\'(-inf--0.6605]\'','\'(-0.69-0.0765]\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hid
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(-0.1235-0.4245]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hId
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.4245-0.711]\'','\'(-inf-0.4725]\'','\'(1.5145-inf)\'','\'(0.1835-0.5375]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hEd
Train,Jo,Female,'\'(-1.6645-inf)\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hAd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(2.1435-3.0665]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-1.104--0.7345]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hYd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',had
Train,Jo,Female,'\'(-3.7375--3.355]\'','\'(3.0665-3.687]\'','\'(0.4725-1.086]\'','\'(-inf-0.149]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hOd
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(3.687-4.4755]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hod
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(2.1435-3.0665]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hUd
Train,Jo,Female,'\'(-4.6685--4.2625]\'','\'(2.1435-3.0665]\'','\'(0.4725-1.086]\'','\'(0.149-0.829]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-inf--0.9615]\'',hud
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hed
Train,Jo,Female,'\'(-3.7375--3.355]\'','\'(-inf--0.1235]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(0.5375-inf)\'','\'(1.451-inf)\'','\'(-inf--0.6605]\'','\'(-inf--0.69]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hid
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(-0.1235-0.4245]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(0.5375-inf)\'','\'(-inf-1.451]\'','\'(-inf--0.6605]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hId
Train,Jo,Female,'\'(-3.355--3.0185]\'','\'(0.711-1.4125]\'','\'(0.4725-1.086]\'','\'(0.829-1.5145]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hEd
Train,Jo,Female,'\'(-1.6645-inf)\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hAd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(1.4125-2.1435]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-1.104--0.7345]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hYd
Train,Jo,Female,'\'(-3.0185--2.403]\'','\'(0.711-1.4125]\'','\'(-inf-0.4725]\'','\'(0.149-0.829]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(-0.69-0.0765]\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',had
Train,Jo,Female,'\'(-3.7375--3.355]\'','\'(3.0665-3.687]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-1.104--0.7345]\'','\'(-inf-1.451]\'','\'(0.4795-inf)\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hOd
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(3.687-4.4755]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-inf--1.104]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-0.3385-0.122]\'','\'(-0.9615-inf)\'',hod
Train,Jo,Female,'\'(-4.2625--3.7375]\'','\'(2.1435-3.0665]\'','\'(-inf-0.4725]\'','\'(-inf-0.149]\'','\'(-0.7345-0.1835]\'','\'(-inf-1.451]\'','\'(-0.6605-0.4795]\'','\'(0.0765-inf)\'','\'(-inf--0.3385]\'','\'(-0.9615-inf)\'',hUd
